idsubsls_261,kdprov,nmprov,kdkab,nmkab,kdkec,nmkec,kddesa,nmdesa,nmsls,kk,btt,bttk,bku,bbtt_nonusaha,usaha,idsls
5104010010001401,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARPENINJOAN,0,0,0,0,0,4,51040100100014
5104010010001402,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARPENINJOAN,0,0,0,0,0,1,51040100100014
5104010010001403,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARPENINJOAN,0,0,0,0,0,0,51040100100014
5104010010001501,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARPUAYA,0,0,0,0,0,0,51040100100015
5104010010001502,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARPUAYA,0,0,0,0,0,0,51040100100015
5104010010001503,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARPUAYA,0,0,0,0,0,0,51040100100015
5104010010001600,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARTEGEHA,0,0,0,0,0,0,51040100100016
5104010010001700,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARTENGAH,0,0,0,0,0,0,51040100100017
5104010011000101,51,BALI,04,GIANYAR,010,SUKAWATI,011,BATUANKALER,BANJARBLAHTANAH,0,0,0,0,0,0,51040100110001
5104010011000102,51,BALI,04,GIANYAR,010,SUKAWATI,011,BATUANKALER,BANJARBLAHTANAH,0,0,0,0,0,0,51040100110001
5104010011000103,51,BALI,04,GIANYAR,010,SUKAWATI,011,BATUANKALER,BANJARBLAHTANAH,0,0,0,0,0,1,51040100110001
5104010011000104,51,BALI,04,GIANYAR,010,SUKAWATI,011,BATUANKALER,BANJARBLAHTANAH,0,0,0,0,0,0,51040100110001
5104010011000201,51,BALI,04,GIANYAR,010,SUKAWATI,011,BATUANKALER,BANJARCANGI,0,0,0,0,0,4,51040100110002
5104010011000202,51,BALI,04,GIANYAR,010,SUKAWATI,011,BATUANKALER,BANJARCANGI,0,0,0,0,0,1,51040100110002
5104010011000300,51,BALI,04,GIANYAR,010,SUKAWATI,011,BATUANKALER,BANJARDAUHUMA,0,0,0,0,0,0,51040100110003
5104010011000401,51,BALI,04,GIANYAR,010,SUKAWATI,011,BATUANKALER,BANJARSAKAH,0,0,0,0,0,1,51040100110004
5104010011000402,51,BALI,04,GIANYAR,010,SUKAWATI,011,BATUANKALER,BANJARSAKAH,0,0,0,0,0,0,51040100110004
5104010011000403,51,BALI,04,GIANYAR,010,SUKAWATI,011,BATUANKALER,BANJARSAKAH,0,0,0,0,0,0,51040100110004
5104010012000100,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARBATUSEPIH,0,0,0,0,0,23,51040100120001
5104010012000201,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARKEMENUH,0,0,0,0,0,0,51040100120002
5104010012000202,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARKEMENUH,0,0,0,0,0,9,51040100120002
5104010012000301,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARKEMENUHKANGIN,0,0,0,0,0,10,51040100120003
5104010012000302,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARKEMENUHKANGIN,0,0,0,0,0,0,51040100120003
5104010012000401,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARKEMENUHKELOD,0,0,0,0,0,0,51040100120004
5104010012000402,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARKEMENUHKELOD,0,0,0,0,0,2,51040100120004
5104010012000501,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARMEDAHAN,0,0,0,0,0,0,51040100120005
5104010012000502,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARMEDAHAN,0,0,0,0,0,1,51040100120005
5104010012000601,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARSUMAMPAN,0,0,0,0,0,0,51040100120006
5104010012000602,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARSUMAMPAN,0,0,0,0,0,1,51040100120006
5104010012000603,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARSUMAMPAN,0,0,0,0,0,0,51040100120006
5104010012000701,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARTEGENUNGAN,0,0,0,0,0,0,51040100120007
5104010012000702,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARTEGENUNGAN,0,0,0,0,0,0,51040100120007
5104010012000801,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARTENGKULAKKAJAKANGIN,0,0,0,0,0,0,51040100120008
5104010012000802,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARTENGKULAKKAJAKANGIN,0,0,0,0,0,0,51040100120008
5104010012000901,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARTENGKULAKKAJAKAUH,0,0,0,0,0,0,51040100120009
5104010012000902,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARTENGKULAKKAJAKAUH,0,0,0,0,0,0,51040100120009
5104010012000903,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARTENGKULAKKAJAKAUH,0,0,0,0,0,0,51040100120009
5104010012000904,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARTENGKULAKKAJAKAUH,0,0,0,0,0,0,51040100120009
5104010012001001,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARTENGKULAKMAS,0,0,0,0,0,0,51040100120010
5104010012001002,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARTENGKULAKMAS,0,0,0,0,0,0,51040100120010
5104010012001003,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARTENGKULAKMAS,0,0,0,0,0,0,51040100120010
5104010012001101,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARTENGKULAKTENGAH,0,0,0,0,0,16,51040100120011
5104010012001102,51,BALI,04,GIANYAR,010,SUKAWATI,012,KEMENUH,BANJARTENGKULAKTENGAH,0,0,0,0,0,9,51040100120011
5104020001000101,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARBANDA,0,0,0,0,0,10,51040200010001
5104020001000102,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARBANDA,0,0,0,0,0,18,51040200010001
5104020001000103,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARBANDA,0,0,0,0,0,6,51040200010001
5104020001000104,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARBANDA,0,0,0,0,0,0,51040200010001
5104020001000201,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARBLANGSINGA,0,0,0,0,0,20,51040200010002
5104020001000202,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARBLANGSINGA,0,0,0,0,0,4,51040200010002
5104020001000203,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARBLANGSINGA,0,0,0,0,0,13,51040200010002
5104020001000204,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARBLANGSINGA,0,0,0,0,0,2,51040200010002
5104020001000205,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARBLANGSINGA,0,0,0,0,0,8,51040200010002
5104020001000301,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARKAWAN,0,0,0,0,0,0,51040200010003
5104020001000302,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARKAWAN,0,0,0,0,0,10,51040200010003
5104020001000401,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARPINDA,0,0,0,0,0,5,51040200010004
5104020001000402,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARPINDA,0,0,0,0,0,5,51040200010004
5104020001000501,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARSABA,0,0,0,0,0,0,51040200010005
5104020001000502,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARSABA,0,0,0,0,0,0,51040200010005
5104020001000503,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARSABA,0,0,0,0,0,0,51040200010005
5104020001000504,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARSABA,0,0,0,0,0,3,51040200010005
5104020001000601,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARSEMA,0,0,0,0,0,0,51040200010006
5104020001000602,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARSEMA,0,0,0,0,0,8,51040200010006
5104020001000700,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARTEGALLULUNG,0,0,0,0,0,4,51040200010007
5104020001000800,51,BALI,04,GIANYAR,020,BLAHBATUH,001,SABA,BANJARTENGAH,0,0,0,0,0,7,51040200010008
5104020002000101,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARPATOLAN,0,0,0,0,0,0,51040200020001
5104020002000102,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARPATOLAN,0,0,0,0,0,0,51040200020001
5104020002000201,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARPERANGSADA,0,0,0,0,0,1,51040200020002
5104020002000202,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARPERANGSADA,0,0,0,0,0,0,51040200020002
5104020002000203,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARPERANGSADA,0,0,0,0,0,0,51040200020002
5104020002000301,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARPERING,0,0,0,0,0,0,51040200020003
5104020002000302,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARPERING,0,0,0,0,0,0,51040200020003
5104020002000303,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARPERING,0,0,0,0,0,0,51040200020003
5104020002000304,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARPERING,0,0,0,0,0,0,51040200020003
5104020002000400,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARPINDA,0,0,0,0,0,0,51040200020004
5104020002000501,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARSEMA,0,0,0,0,0,1,51040200020005
5104020002000502,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARSEMA,0,0,0,0,0,0,51040200020005
5104020002000601,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARTOJANKANGINAN,0,0,0,0,0,0,51040200020006
5104020002000602,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARTOJANKANGINAN,0,0,0,0,0,0,51040200020006
5104020002000603,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARTOJANKANGINAN,0,0,0,0,0,0,51040200020006
5104020002000604,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARTOJANKANGINAN,0,0,0,0,0,0,51040200020006
5104020002000605,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARTOJANKANGINAN,0,0,0,0,0,0,51040200020006
5104020002000606,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARTOJANKANGINAN,0,0,0,0,0,0,51040200020006
5104020002000607,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARTOJANKANGINAN,0,0,0,0,0,0,51040200020006
5104020002000608,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARTOJANKANGINAN,0,0,0,0,0,0,51040200020006
5104020002000701,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARTOJANTEGAL,0,0,0,0,0,0,51040200020007
5104020002000702,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARTOJANTEGAL,0,0,0,0,0,1,51040200020007
5104020002000703,51,BALI,04,GIANYAR,020,BLAHBATUH,002,PERING,BANJARTOJANTEGAL,0,0,0,0,0,0,51040200020007
5104020003000101,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARBIYA,0,0,0,0,0,0,51040200030001
5104020003000102,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARBIYA,0,0,0,0,0,3,51040200030001
5104020003000103,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARBIYA,0,0,0,0,0,0,51040200030001
5104020003000201,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARGELGEL,0,0,0,0,0,0,51040200030002
5104020003000202,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARGELGEL,0,0,0,0,0,0,51040200030002
5104020003000203,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARGELGEL,0,0,0,0,0,1,51040200030002
5104020003000204,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARGELGEL,0,0,0,0,0,1,51040200030002
5104020003000301,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARLEBAH,0,0,0,0,0,0,51040200030003
5104020003000302,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARLEBAH,0,0,0,0,0,0,51040200030003
5104020003000303,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARLEBAH,0,0,0,0,0,0,51040200030003
5104020003000304,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARLEBAH,0,0,0,0,0,0,51040200030003
5104020003000305,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARLEBAH,0,0,0,0,0,0,51040200030003
5104020003000401,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARLODPEKEN,0,0,0,0,0,0,51040200030004
5104020003000402,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARLODPEKEN,0,0,0,0,0,0,51040200030004
5104020003000403,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARLODPEKEN,0,0,0,0,0,0,51040200030004
5104020003000404,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARLODPEKEN,0,0,0,0,0,0,51040200030004
5104020003000501,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARMASPAHIT,0,0,0,0,0,0,51040200030005
5104020003000502,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARMASPAHIT,0,0,0,0,0,6,51040200030005
5104020003000601,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARPALAK,0,0,0,0,0,1,51040200030006
5104020003000602,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARPALAK,0,0,0,0,0,0,51040200030006
5104020003000603,51,BALI,04,GIANYAR,020,BLAHBATUH,003,KERAMAS,BANJARPALAK,0,0,0,0,0,0,51040200030006
5104020004000101,51,BALI,04,GIANYAR,020,BLAHBATUH,004,MEDAHAN,BANJARANGGARKASIH,0,0,0,0,0,0,51040200040001
5104020004000102,51,BALI,04,GIANYAR,020,BLAHBATUH,004,MEDAHAN,BANJARANGGARKASIH,0,0,0,0,0,0,51040200040001
5104020004000103,51,BALI,04,GIANYAR,020,BLAHBATUH,004,MEDAHAN,BANJARANGGARKASIH,0,0,0,0,0,0,51040200040001
5104020004000104,51,BALI,04,GIANYAR,020,BLAHBATUH,004,MEDAHAN,BANJARANGGARKASIH,0,0,0,0,0,1,51040200040001
5104020004000200,51,BALI,04,GIANYAR,020,BLAHBATUH,004,MEDAHAN,BANJARCUCUKAN,0,0,0,0,0,0,51040200040002
5104020004000301,51,BALI,04,GIANYAR,020,BLAHBATUH,004,MEDAHAN,BANJARMEDAHAN,0,0,0,0,0,4,51040200040003
5104020004000302,51,BALI,04,GIANYAR,020,BLAHBATUH,004,MEDAHAN,BANJARMEDAHAN,0,0,0,0,0,0,51040200040003
5104020004000303,51,BALI,04,GIANYAR,020,BLAHBATUH,004,MEDAHAN,BANJARMEDAHAN,0,0,0,0,0,15,51040200040003
5104020004000304,51,BALI,04,GIANYAR,020,BLAHBATUH,004,MEDAHAN,BANJARMEDAHAN,0,0,0,0,0,13,51040200040003
5104020004000305,51,BALI,04,GIANYAR,020,BLAHBATUH,004,MEDAHAN,BANJARMEDAHAN,0,0,0,0,0,0,51040200040003
5104020004000401,51,BALI,04,GIANYAR,020,BLAHBATUH,004,MEDAHAN,BANJARPENULISAN,0,0,0,0,0,1,51040200040004
5104020004000402,51,BALI,04,GIANYAR,020,BLAHBATUH,004,MEDAHAN,BANJARPENULISAN,0,0,0,0,0,0,51040200040004
5104020004000403,51,BALI,04,GIANYAR,020,BLAHBATUH,004,MEDAHAN,BANJARPENULISAN,0,0,0,0,0,3,51040200040004
5104020004000404,51,BALI,04,GIANYAR,020,BLAHBATUH,004,MEDAHAN,BANJARPENULISAN,0,0,0,0,0,0,51040200040004
5104020004000405,51,BALI,04,GIANYAR,020,BLAHBATUH,004,MEDAHAN,BANJARPENULISAN,0,0,0,0,0,0,51040200040004
5104020005000101,51,BALI,04,GIANYAR,020,BLAHBATUH,005,BONA,BANJARBONAKELOD,0,0,0,0,0,0,51040200050001
5104020005000102,51,BALI,04,GIANYAR,020,BLAHBATUH,005,BONA,BANJARBONAKELOD,0,0,0,0,0,0,51040200050001
5104020005000103,51,BALI,04,GIANYAR,020,BLAHBATUH,005,BONA,BANJARBONAKELOD,0,0,0,0,0,1,51040200050001
5104020005000201,51,BALI,04,GIANYAR,020,BLAHBATUH,005,BONA,BANJARDANA,0,0,0,0,0,0,51040200050002
5104020005000202,51,BALI,04,GIANYAR,020,BLAHBATUH,005,BONA,BANJARDANA,0,0,0,0,0,1,51040200050002
5104020005000301,51,BALI,04,GIANYAR,020,BLAHBATUH,005,BONA,BANJARKEBON,0,0,0,0,0,1,51040200050003
5104020005000302,51,BALI,04,GIANYAR,020,BLAHBATUH,005,BONA,BANJARKEBON,0,0,0,0,0,0,51040200050003
5104020005000303,51,BALI,04,GIANYAR,020,BLAHBATUH,005,BONA,BANJARKEBON,0,0,0,0,0,0,51040200050003
5104020005000401,51,BALI,04,GIANYAR,020,BLAHBATUH,005,BONA,BANJARKERTIYASA,0,0,0,0,0,0,51040200050004
5104020005000402,51,BALI,04,GIANYAR,020,BLAHBATUH,005,BONA,BANJARKERTIYASA,0,0,0,0,0,0,51040200050004
5104020005000403,51,BALI,04,GIANYAR,020,BLAHBATUH,005,BONA,BANJARKERTIYASA,0,0,0,0,0,0,51040200050004
5104020005000500,51,BALI,04,GIANYAR,020,BLAHBATUH,005,BONA,BANJARPASEDANA,0,0,0,0,0,0,51040200050005
5104020005000601,51,BALI,04,GIANYAR,020,BLAHBATUH,005,BONA,BANJARPRAJAMUKTI,0,0,0,0,0,0,51040200050006
5104020005000602,51,BALI,04,GIANYAR,020,BLAHBATUH,005,BONA,BANJARPRAJAMUKTI,0,0,0,0,0,0,51040200050006
5104020006000100,51,BALI,04,GIANYAR,020,BLAHBATUH,006,BELEGA,BANJARBELEGAKANGINAN,0,0,0,0,0,0,51040200060001
5104020006000201,51,BALI,04,GIANYAR,020,BLAHBATUH,006,BELEGA,BANJARJASRI,0,0,0,0,0,0,51040200060002
5104020006000202,51,BALI,04,GIANYAR,020,BLAHBATUH,006,BELEGA,BANJARJASRI,0,0,0,0,0,0,51040200060002
5104020006000203,51,BALI,04,GIANYAR,020,BLAHBATUH,006,BELEGA,BANJARJASRI,0,0,0,0,0,0,51040200060002
5104020006000204,51,BALI,04,GIANYAR,020,BLAHBATUH,006,BELEGA,BANJARJASRI,0,0,0,0,0,0,51040200060002
5104020006000300,51,BALI,04,GIANYAR,020,BLAHBATUH,006,BELEGA,BANJARKEBONKAJA,0,0,0,0,0,0,51040200060003
5104020006000400,51,BALI,04,GIANYAR,020,BLAHBATUH,006,BELEGA,BANJARKEBONKELOD,0,0,0,0,0,0,51040200060004
5104020006000500,51,BALI,04,GIANYAR,020,BLAHBATUH,006,BELEGA,BANJARPASDALEM,0,0,0,0,0,0,51040200060005
5104020006000601,51,BALI,04,GIANYAR,020,BLAHBATUH,006,BELEGA,BANJARSELAT,0,0,0,0,0,0,51040200060006
5104020006000602,51,BALI,04,GIANYAR,020,BLAHBATUH,006,BELEGA,BANJARSELAT,0,0,0,0,0,1,51040200060006
5104020007000101,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARANTUGAN,0,0,0,0,0,0,51040200070001
5104020007000102,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARANTUGAN,0,0,0,0,0,0,51040200070001
5104020007000200,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARBABAKAN,0,0,0,0,0,0,51040200070002
5104020007000300,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARDARMATIAGA,0,0,0,0,0,0,51040200070003
5104020007000401,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARKEBON,0,0,0,0,0,0,51040200070004
5104020007000402,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARKEBON,0,0,0,0,0,0,51040200070004
5104020007000403,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARKEBON,0,0,0,0,0,1,51040200070004
5104020007000501,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARLAUD,0,0,0,0,0,0,51040200070005
5104020007000502,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARLAUD,0,0,0,0,0,0,51040200070005
5104020007000503,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARLAUD,0,0,0,0,0,0,51040200070005
5104020007000504,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARLAUD,0,0,0,0,0,0,51040200070005
5104020007000505,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARLAUD,0,0,0,0,0,0,51040200070005
5104020007000600,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARPANDE,0,0,0,0,0,0,51040200070006
5104020007000700,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARPOKAS,0,0,0,0,0,0,51040200070007
5104020007000800,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARSATRIA,0,0,0,0,0,0,51040200070008
5104020007000901,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARTENGAH,0,0,0,0,0,0,51040200070009
5104020007000902,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARTENGAH,0,0,0,0,0,0,51040200070009
5104020007000903,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARTENGAH,0,0,0,0,0,0,51040200070009
5104020007000904,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARTENGAH,0,0,0,0,0,0,51040200070009
5104020007001001,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARTERUNA,0,0,0,0,0,6,51040200070010
5104020007001002,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARTERUNA,0,0,0,0,0,3,51040200070010
5104020007001101,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARTUBUH,0,0,0,0,0,0,51040200070011
5104020007001102,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARTUBUH,0,0,0,0,0,0,51040200070011
5104020007001201,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARTUSAN,0,0,0,0,0,0,51040200070012
5104020007001202,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARTUSAN,0,0,0,0,0,0,51040200070012
5104020007001203,51,BALI,04,GIANYAR,020,BLAHBATUH,007,BLAHBATUH,BANJARTUSAN,0,0,0,0,0,9,51040200070012
5104020008000101,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARBANGUNLIMAN,0,0,0,0,0,0,51040200080001
5104020008000102,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARBANGUNLIMAN,0,0,0,0,0,3,51040200080001
5104020008000103,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARBANGUNLIMAN,0,0,0,0,0,1,51040200080001
5104020008000104,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARBANGUNLIMAN,0,0,0,0,0,1,51040200080001
5104020008000201,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARBURUAN,0,0,0,0,0,1,51040200080002
5104020008000202,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARBURUAN,0,0,0,0,0,0,51040200080002
5104020008000203,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARBURUAN,0,0,0,0,0,1,51040200080002
5104020008000204,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARBURUAN,0,0,0,0,0,0,51040200080002
5104020008000205,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARBURUAN,0,0,0,0,0,14,51040200080002
5104020008000206,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARBURUAN,0,0,0,0,0,3,51040200080002
5104020008000207,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARBURUAN,0,0,0,0,0,0,51040200080002
5104020008000301,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARCELUK,0,0,0,0,0,2,51040200080003
5104020008000302,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARCELUK,0,0,0,0,0,0,51040200080003
5104020008000303,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARCELUK,0,0,0,0,0,0,51040200080003
5104020008000304,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARCELUK,0,0,0,0,0,0,51040200080003
5104020008000305,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARCELUK,0,0,0,0,0,3,51040200080003
5104020008000306,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARCELUK,0,0,0,0,0,2,51040200080003
5104020008000307,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARCELUK,0,0,0,0,0,0,51040200080003
5104020008000308,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARCELUK,0,0,0,0,0,0,51040200080003
5104020008000309,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARCELUK,0,0,0,0,0,1,51040200080003
5104020008000401,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARGETASKANGIN,0,0,0,0,0,0,51040200080004
5104020008000402,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARGETASKANGIN,0,0,0,0,0,0,51040200080004
5104020008000403,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARGETASKANGIN,0,0,0,0,0,0,51040200080004
5104020008000404,51,BALI,04,GIANYAR,020,BLAHBATUH,008,BURUAN,BANJARGETASKANGIN,0,0,0,0,0,0,51040200080004
